car_title,price,mileage,body,extcol,intcol,fuecon,engine,ftype,trans,dtype,doors
Used 2019 Honda Civic Sport Sedan,20998,471,Sedan,Aegean Blue Metallic,Black,City 30/Hwy 38/Comb 33 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Used 2019 Honda HR-V AWD LX,21288,"14,829",Sport Utility,Modern Steel,Black,City 28/Hwy 34/Comb 30 MPG,4-Cylinder,Gasoline,Continuously Variable Automatic,All wheel drive,Four Door
Used 2017 Honda Civic Touring Coupe,21290,"18,589",Coupe,Blue,Gray,,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Two Door
Used 2015 Honda Odyssey EX-L,21381,"61,400",Van,White Diamond Pearl,Truffle,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2018 Honda Accord 1.5T LX,21480,"8,994",Sedan,Tan,Tan,City 30/Hwy 38/Comb 33 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Four Door
Certified 2018 Honda Civic Si Sedan,21950,"32,658",Sedan,White,Other,City 28/Hwy 38/Comb 32 MPG,4-Cylinder Turbo,Gasoline,6-Speed Manual,2 wheel drive - front,Four Door
Used 2016 Honda Odyssey EX-L,21981,"45,605",Van,White,Gray,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2016 Honda Odyssey EX-L,22484,"43,700",Van,Black,Black,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2015 Honda Odyssey EX-L,22491,"46,799",Van,Gray,Gray,City 19/Hwy 28/Comb 22 MPG,6-Cylinder,Gasoline,6-Speed Automatic,2 wheel drive - front,Four Door
Used 2019 Honda Civic Touring Coupe,22500,938,Coupe,Rallye Red,,City 31/Hwy 40/Comb 35 MPG,4-Cylinder Turbo,Gasoline,Continuously Variable Automatic,2 wheel drive - front,Two Door
